,subject,predicate,object
1033,PARP1,stimulates,H1-1
1035,FKBP8,stimulates,BCL2L1
1036,FKBP8,stimulates,BCL2
1038,MYC,stimulates,RIOX2
1039,GSK3A,stimulates,BCL3
1041,SETD7,stimulates,H3C8
1042,PPM1D,stimulates,CHEK2
1044,DOT1L,stimulates,H3C8
1046,DIABLO,stimulates,BIRC2
1047,ATG16L1,stimulates,CLTC
1049,DIABLO,stimulates,BIRC3
1050,CASP3,stimulates,ATG4D
1051,FADD,stimulates,ATG5
1052,ATG4D,stimulates,GABARAPL1
1055,FADD,stimulates,RIPK1
1056,RIPK1,stimulates,FADD
1057,EGR1,stimulates,TOPBP1
1058,PPM1D,stimulates,E2F1
1059,E2F1,stimulates,PPM1D
1060,E2F1,stimulates,MAP3K5
1065,ATG4B,stimulates,GABARAPL1
1067,ATG4B,stimulates,GABARAP
1070,CASP7,stimulates,DFFA
1071,BNIP3L,stimulates,GABARAPL1
1072,ATG4A,stimulates,GABARAPL2
1075,CASP3,stimulates,EIF4B
1076,ATG4B,stimulates,GABARAPL2
1077,ATM,stimulates,IKBKG
1080,ATM,stimulates,H2AX
1081,H2AX,stimulates,MDC1
1082,CASP3,stimulates,CTNNB1
1085,CASP3,stimulates,GORASP1
1086,GORASP1,stimulates,CASP3
1088,EGFR,stimulates,GRB2
1089,GRB2,stimulates,EGFR
1090,CASP3,stimulates,ROCK1
1091,ROCK1,stimulates,CASP3
1092,TAB2,stimulates,TRAF6
1093,TRAF6,stimulates,TAB2
1094,MAP3K7,stimulates,TAB1
1095,TAB1,stimulates,MAP3K7
1099,PINK1,stimulates,BECN1
1100,WDFY3,stimulates,ATG12
1101,CASP3,stimulates,CASP7
1103,TAB2,stimulates,MAP3K7
1104,MAP3K5,stimulates,DAXX
1105,DAXX,stimulates,MAP3K5
1106,FAS,stimulates,DAXX
1108,SQSTM1,stimulates,WDFY3
1109,WDFY3,stimulates,SQSTM1
1112,CASP3,stimulates,DFFA
1113,EGFR,stimulates,EGF
1114,EGF,stimulates,EGFR
1116,VMP1,stimulates,BECN1
1117,TRAF2,stimulates,MAP3K5
1122,ATG7,stimulates,ATG5
1124,IL1A,stimulates,IL1R1
1125,BECN1,stimulates,AMBRA1
1126,AMBRA1,stimulates,BECN1
1127,RAB7A,stimulates,FYCO1
1128,TRAF2,stimulates,IKBKB
1129,TP53,stimulates,FASLG
1130,DAP3,stimulates,CYCS
1131,SUPT20H,stimulates,ATG9A
1132,EIF4G2,stimulates,XIAP
1133,RAB33B,stimulates,ATG16L1
1134,EIF4G2,stimulates,BIRC2
1135,BAK1,stimulates,HTRA2
1136,BAX,stimulates,ENDOG
1137,EIF4G2,stimulates,APAF1
1139,CASP6,stimulates,LMNA
1140,BAK1,stimulates,ENDOG
1141,CISD2,stimulates,BCL2
1157,BCL2L11,stimulates,BAK1
1159,BAK1,stimulates,BCL2L1
1160,TP53,stimulates,BCL6
1162,SP1,stimulates,GDF15
1163,TP53,stimulates,RAD51
1164,PIDD1,stimulates,RIPK1
1165,PIDD1,stimulates,CRADD
1166,CRADD,stimulates,RIPK1
1167,CRADD,stimulates,CASP2
1168,CASP2,stimulates,TRAF2
1169,TRAF2,stimulates,RIPK1
1170,TRADD,stimulates,RIPK1
1171,TP53,stimulates,HIC1
1174,TP53,stimulates,LGALS3
1175,TP53,stimulates,LIF
1177,TP53,stimulates,RNF144B
1178,TP53,stimulates,IGFBP3
1179,TP53,stimulates,IRF5
1180,TP53,stimulates,KRT8
1182,BECN1,stimulates,HMGB1
1187,TRAF6,stimulates,BECN1
1190,ULK1,stimulates,AMBRA1
1191,MAPK1,stimulates,RPTOR
1192,ULK1,stimulates,DAPK3
1194,PIN1,stimulates,FBXO5
1195,PLK1,stimulates,FBXO5
1196,CDK1,stimulates,FBXO5
1199,RBX1,stimulates,UBE2M
1201,ZBTB17,stimulates,CDKN1A
1202,UBE2M,stimulates,CUL2
1203,OS9,stimulates,EGLN1
1204,OS9,stimulates,EGLN3
1205,HIF1A,stimulates,EGLN1
1206,EGLN1,stimulates,HIF1A
1207,HIF1A,stimulates,EGLN3
1208,EGLN3,stimulates,HIF1A
1209,EGLN2,stimulates,HIF1A
1211,RUNX3,stimulates,CD4
1212,MYB,stimulates,GATA3
1213,BRCA1,stimulates,PALB2
1214,PALB2,stimulates,BRCA1
1215,RUNX1,stimulates,CD4
1216,EP300,stimulates,MYB
1217,CREBBP,stimulates,MYB
1218,MYB,stimulates,COL1A2
1219,MYB,stimulates,COL1A1
1220,PAXIP1,stimulates,ATM
1221,NLK,stimulates,MYB
1222,PIN1,stimulates,BCL6
1223,TP53BP1,stimulates,PAXIP1
1224,PAXIP1,stimulates,TP53BP1
1225,PER1,stimulates,ATM
1226,TIMELESS,stimulates,ATR
1227,STAT1,stimulates,MDC1
1228,SSBP1,stimulates,TP53
1229,GSK3B,stimulates,MDM2
1231,RORA,stimulates,ARNTL
1232,RORB,stimulates,ARNTL
1233,RORC,stimulates,ARNTL
1234,PARP1,stimulates,HIF1A
1235,ARNTL,stimulates,NR1D1
1237,ARNTL,stimulates,PER1
1239,ARNTL,stimulates,PER2
1244,UBE2M,stimulates,CUL1
1245,GLRX,stimulates,ACTA1
1247,SMAD2,stimulates,GNRHR
1248,SMAD3,stimulates,GNRHR
1249,JUN,stimulates,PTGS2
1251,SMAD4,stimulates,GNRHR
1252,NR5A1,stimulates,GNRHR
1253,GLRX,stimulates,IRF3
1254,DKK1,stimulates,LRP6
1257,WNT5A,stimulates,FZD5
1258,COPS5,stimulates,MYC
1259,COPS5,stimulates,HIF1A
1260,COPS5,stimulates,MDM2
1261,COPS5,stimulates,JUN
1270,TWIST1,stimulates,AKT2
1271,FRAT1,stimulates,GSK3B
1273,GSK3B,stimulates,FRAT2
1274,CSNK2A1,stimulates,CTNNB1
1275,ATM,stimulates,UPF1
1276,ATM,stimulates,TRAF6
1278,KAT5,stimulates,AR
1279,KAT5,stimulates,MYC
1280,PML,stimulates,KAT5
1281,PPP5C,stimulates,ATM
1283,MTNR1A,stimulates,GNAQ
1284,MTNR1A,stimulates,GNAI3
1285,MTNR1A,stimulates,GNAI2
1292,PRKACA,stimulates,H3C8
1293,SMARCB1,stimulates,MYC
1294,RB1,stimulates,HIF1A
1295,HDAC3,stimulates,TRIM28
1297,TRIM28,stimulates,TBL1XR1
1299,E2F1,stimulates,RB1
1300,E2F1,stimulates,PTTG1
1303,NSMCE2,stimulates,TERF1
1304,NSMCE2,stimulates,TERF2IP
1305,NSMCE2,stimulates,TERF2
1306,NSMCE2,stimulates,TINF2
1307,CDC73,stimulates,MYC
1309,AURKA,stimulates,HDAC6
1310,HDAC6,stimulates,HSP90B1
1312,HDAC6,stimulates,CTTN
1314,KDM4A,stimulates,AR
1315,KDM4A,stimulates,H1-4
1318,MARCHF5,stimulates,DDX58
1320,DDX5,stimulates,TP53
1321,DTX3L,stimulates,H4-16
1322,DDX5,stimulates,HDAC1
1323,IKBKE,stimulates,NFKBIA
1325,GATA3,stimulates,IL10
1326,ATF1,stimulates,IL10
1327,JAK1,stimulates,STAT3
1328,KDM5D,stimulates,H3C8
1329,KDM5B,stimulates,H3C8
1330,KDM5C,stimulates,H3C8
1331,ASH1L,stimulates,H3C8
1332,KDM5A,stimulates,H3C8
1334,CHUK,stimulates,NFKB2
1335,TNFSF14,stimulates,LTBR
1336,MAP3K14,stimulates,RCAN1
1337,MAP3K14,stimulates,RELA
1338,CD40LG,stimulates,CD40
1339,TNFSF13B,stimulates,MAP3K14
1340,LTA,stimulates,TNFRSF1A
1341,LTB,stimulates,LTBR
1342,LTBR,stimulates,MAP3K14
1343,MAP3K14,stimulates,STAT3
1344,BCL3,stimulates,NFKB2
1345,STAT3,stimulates,JUNB
1346,BCL3,stimulates,NFKB1
1347,STAT3,stimulates,KLF4
1348,STAT3,stimulates,EGR1
1349,STAT3,stimulates,GMCL1
1350,STAT3,stimulates,PIM1
1351,STAT3,stimulates,PRDM1
1352,CDK2,stimulates,FOXO1
1353,FOXO3,stimulates,BCL2L11
1354,TP53,stimulates,EP300
1355,EP300,stimulates,TP53
1356,CTNNB1,stimulates,FOXO1
1357,NRG1,stimulates,ERBB2
1358,CD40,stimulates,TRAF2
1359,ERBB3,stimulates,GRB7
1360,FOXO1,stimulates,KLF4
1361,AKT1,stimulates,FOXO3
1362,AKT1,stimulates,FOXO4
1363,FOXO3,stimulates,SCP2
1364,FOXO1,stimulates,G6PC1
1365,SKP2,stimulates,FOXO1
1366,NFKB1,stimulates,CREBBP
1367,CREBBP,stimulates,NFKB1
1368,USP7,stimulates,FOXO1
1369,SIRT1,stimulates,FOXO1
1370,KL,stimulates,INSR
1371,CREBBP,stimulates,RELB
1372,NR1I2,stimulates,FOXO1
1373,FOXO1,stimulates,NR1I2
1375,CTNNB1,stimulates,FOXO4
1376,CTNNB1,stimulates,FOXO3B
1377,CTNNB1,stimulates,FOXO3
1378,EP300,stimulates,H3C8
1379,AKT1,stimulates,EP300
1380,CHUK,stimulates,CREBBP
1382,ULK1,stimulates,BECN1
1383,BECN1,stimulates,PIK3C3
1384,PIK3C3,stimulates,BECN1
1385,BAX,stimulates,BAK1
1386,BAK1,stimulates,BAX
1388,APC2,stimulates,CTNNB1
1393,SIRT1,stimulates,SUV39H1
1396,HDAC2,stimulates,H4-16
1397,USP22,stimulates,H2AZ1
1398,H2AX,stimulates,TP53BP1
1399,TRAF2,stimulates,MAP3K7
1400,HSPB1,stimulates,SP1
1401,HSPB1,stimulates,UBE2N
1402,PRKD1,stimulates,HSPB1
1403,GSK3A,stimulates,LRP6
1404,SETD7,stimulates,TAF10
1405,SETD7,stimulates,TP53
1407,RCOR1,stimulates,KDM1A
1408,NKIRAS1,stimulates,NFKBIA
1409,PTEN,stimulates,E2F1
1410,E2F1,stimulates,RAD51
1413,NKIRAS2,stimulates,NFKBIB
1415,TP53,stimulates,SIAH1
1418,DDIT3,stimulates,BCL2L11
1419,DDIT3,stimulates,BCL2L11
1420,DDIT3,stimulates,ITGAM
1421,DDIT3,stimulates,ITGAM
1422,DDIT3,stimulates,FOSL1
1423,DDIT3,stimulates,FOSL1
1424,CASP8,stimulates,CASP7
1425,CASP8,stimulates,BID
1426,NGF,stimulates,NTRK1
1427,NTRK1,stimulates,NGF
1428,CEBPB,stimulates,RUNX2
1429,CASP7,stimulates,CASP9
1430,CASP9,stimulates,CASP7
1431,MAPK3,stimulates,CEBPB
1432,MAPK1,stimulates,CEBPB
1435,BMI1,stimulates,CDKN2A
1436,BMI1,stimulates,CDKN2A
1437,CSNK1A1,stimulates,CREB1
1438,ATR,stimulates,UPF1
1439,BCL2L1,stimulates,BAD
1440,BAD,stimulates,BCL2L1
1441,ING1,stimulates,CDKN1A
1442,ATM,stimulates,SRSF1
1443,ATM,stimulates,NABP2
1444,KDM3A,stimulates,AR
1445,FADD,stimulates,CASP10
1447,CASP3,stimulates,CASP6
1448,CASP6,stimulates,CASP3
1449,FOXO3,stimulates,FASLG
1450,SIRT1,stimulates,FOXO3
1451,FOXO3,stimulates,CDKN1B
1452,FOXO3,stimulates,GADD45A
1453,ATM,stimulates,FBXO31
1454,PRMT5,stimulates,H3C8
1456,BAD,stimulates,BCL2
1460,STAT6,stimulates,RETNLB
1461,STAT6,stimulates,CLEC7A
1462,STAT6,stimulates,CHIA
1463,JAK1,stimulates,IL4R
1464,IL4R,stimulates,JAK1
1465,RPS6KA4,stimulates,FOS
1466,IL4,stimulates,IL4R
1467,USP17L2,stimulates,CDC25A
1468,IL4R,stimulates,JAK3
1470,IL3RA,stimulates,JAK2
1471,AKT1,stimulates,SMARCC1
1472,PDPK1,stimulates,PRKCA
1473,PRKCA,stimulates,PDPK1
1474,STAT6,stimulates,THY1
1475,STAT6,stimulates,NFIL3
1476,STAT6,stimulates,ARG1
1477,STAT1,stimulates,FASLG
1478,PIAS4,stimulates,STAT1
1479,PCNA,stimulates,DNMT1
1480,STAT1,stimulates,IRGC
1481,STAT6,stimulates,GATA3
1482,MAPK3,stimulates,RPS6KA5
1483,FOXO3,stimulates,PINK1
1484,STAT1,stimulates,ISG15
1485,IKBKB,stimulates,NFKB1
1486,NFKB1,stimulates,IKBKB
1487,MAP3K8,stimulates,MAP2K1
1488,MAP3K8,stimulates,MAP2K2
1489,KMT5B,stimulates,H3-4
1491,KMT5C,stimulates,H4-16
1492,MAP3K8,stimulates,MAP2K3
1493,SIRT7,stimulates,POLR1B
1494,PDK1,stimulates,SGK1
1495,SGK1,stimulates,FOXO1
1496,MTNR1A,stimulates,MAPK1
1497,KAT5,stimulates,TP53
1499,CDK1,stimulates,KAT5
1500,EIF2AK2,stimulates,EIF2S1
1501,EIF2AK4,stimulates,EIF2S1
1502,DDX58,stimulates,MAVS
1504,IRF3,stimulates,TBK1
1505,TBK1,stimulates,IRF3
1506,EIF2AK1,stimulates,EIF2S1
1507,MAPK8,stimulates,JUN
1508,CAPN1,stimulates,ATG5
1511,EIF2AK3,stimulates,NFE2L2
1512,EIF2AK3,stimulates,BIRC3
1513,EIF2AK3,stimulates,BIRC2
1514,EIF2AK3,stimulates,SLC7A1
1515,EIF2AK3,stimulates,ATF4
1516,MAP2K6,stimulates,MAPK11
1517,CDK5RAP3,stimulates,CDK1
1520,SIRT1,stimulates,NBN
1521,TIMD4,stimulates,HAVCR1
1523,JAK2,stimulates,GHR
1524,GHR,stimulates,JAK2
1525,PRLR,stimulates,JAK2
1526,JAK2,stimulates,LEPR
1527,LEPR,stimulates,JAK2
1528,IL5RA,stimulates,JAK2
1529,FOS,stimulates,NFAT5
1530,JUN,stimulates,NFAT5
1531,NFAT5,stimulates,GBGT1
1532,PIAS4,stimulates,IKBKG
1533,SOCS3,stimulates,CSF3R
1534,PARP1,stimulates,PIAS4
1537,CREB1,stimulates,CRTC2
1538,CRTC2,stimulates,CREB1
1539,CREB1,stimulates,CREBBP
1540,CREBBP,stimulates,CREB1
1543,PRKN,stimulates,AIMP2
1544,CAPN2,stimulates,ATG5
1545,BAG2,stimulates,STUB1
1546,CSNK1E,stimulates,DVL1
1547,CSNK1D,stimulates,PER2
1549,IRF1,stimulates,TNFSF10
1550,IRF1,stimulates,CASP8
1551,PARP1,stimulates,CHD1L
1552,IRF1,stimulates,H2BC5
1553,IRF1,stimulates,PCNA
1554,KAT5,stimulates,H3C8
1555,KAT5,stimulates,H2AZ1
1556,KAT5,stimulates,H4-16
1557,SIRT1,stimulates,KAT5
1558,RPS6KA4,stimulates,CREB1
1559,CREBBP,stimulates,H3C8
1560,EP300,stimulates,H2BC11
1561,EP300,stimulates,H2AZ1
1565,KAT6A,stimulates,H3C8
1566,EHMT2,stimulates,DNMT3B
1567,EHMT2,stimulates,DNMT3A
1568,JARID2,stimulates,EHMT1
1569,EHMT1,stimulates,CCND1
1570,KDM6A,stimulates,H3C8
1571,KDM6B,stimulates,H3C8
1572,KDM6A,stimulates,RB1
1574,KDM1A,stimulates,H3C8
1575,UHRF1,stimulates,DNMT1
1576,TRIM28,stimulates,STAT1
1577,H2AX,stimulates,KAT2A
1579,HDAC1,stimulates,TRIM28
1580,HDAC2,stimulates,STAT3
1581,KAT2A,stimulates,H3C8
1582,MEN1,stimulates,KMT2A
1583,KMT2A,stimulates,MEN1
1584,MEN1,stimulates,HOXC6
1585,MEN1,stimulates,HOXC8
1586,PHF8,stimulates,H3C8
1587,SETD1A,stimulates,H3C8
1588,SETD1B,stimulates,H3C8
1589,KMT2A,stimulates,H3C8
1592,GZMA,stimulates,IL1B
1595,SIRT1,stimulates,NFKBIA
1596,GZMB,stimulates,TUBA4B
1597,MEN1,stimulates,HOXC9
1600,BMI1,stimulates,RNF2
1603,CREBBP,stimulates,MMP9
1604,FOXO1,stimulates,TRIM63
1605,SIRT6,stimulates,H3C8
1606,GZMA,stimulates,APEX1
1608,STAT1,stimulates,IRF8
1611,PAF1,stimulates,SUV39H1
1612,JAK2,stimulates,H3C8
1613,USP16,stimulates,H2AZ1
1614,PHF1,stimulates,SUZ12
1615,HELLS,stimulates,DNMT3L
1616,HELLS,stimulates,DNMT1
1619,HSPB1,stimulates,AR
1620,AR,stimulates,HSPB1
1622,HIF1A,stimulates,BNIP3
1623,SP1,stimulates,BNIP3L
1624,TGFA,stimulates,EGFR
1626,PRKCA,stimulates,MAPK1
1627,MAPK1,stimulates,PRKCA
1628,PRKCA,stimulates,MAPK3
1629,GLRX,stimulates,IKBKB
1631,EGFR,stimulates,SRC
1632,SRC,stimulates,EGFR
1634,HOXA10,stimulates,FOXO1
1635,AR,stimulates,FOXO1
1636,FOXO1,stimulates,AR
1638,CEBPB,stimulates,FOXO1
1639,FOXO1,stimulates,IGFBP1
1640,PRKDC,stimulates,TRIM28
1641,ATM,stimulates,AVEN
1642,AVEN,stimulates,ATM
1643,MAPK11,stimulates,ATF2
1645,PPM1D,stimulates,MDM2
1646,SLC2A4RG,stimulates,MEF2A
1647,PPARA,stimulates,LPL
1649,MEF2A,stimulates,SLC2A4
1651,FOXO1,stimulates,MAML1
1652,BIRC2,stimulates,IKBKG
1654,MTOR,stimulates,RPS6KB1
1655,GSK3B,stimulates,MAP3K1
1659,TXN,stimulates,NFKB1
1660,APEX1,stimulates,FOSL1
1661,PRMT1,stimulates,MRE11
1662,BLM,stimulates,FANCD2
1663,FANCD2,stimulates,BLM
1664,FAAP24,stimulates,FANCM
1665,PLK1,stimulates,STAG2
1666,PLK1,stimulates,RAD21
1668,MCPH1,stimulates,SMARCC2
1669,ATR,stimulates,SMARCC2
1670,GRB2,stimulates,SOS1
1671,SOS1,stimulates,GRB2
1672,FANCC,stimulates,BLM
1673,HMGN1,stimulates,ATM
1674,KAT2B,stimulates,EP300
1675,E2F1,stimulates,DTL
1676,FANCD2,stimulates,FANCL
1677,FANCL,stimulates,FANCD2
1678,FANCI,stimulates,FANCL
1679,FANCL,stimulates,FANCI
1680,CREBBP,stimulates,KAT2B
1681,KAT2B,stimulates,CREBBP
1682,CREBBP,stimulates,WRN
1683,NAP1L1,stimulates,H2BC11
1684,PCNA,stimulates,CHAF1B
1686,EP300,stimulates,WRN
1689,ADRM1,stimulates,UCHL5
1690,SIRT1,stimulates,XRCC6
1691,AURKA,stimulates,BRCA1
1692,ATM,stimulates,ATF2
1693,EP300,stimulates,DDX17
1698,NEDD8,stimulates,CUL2
1699,RPS6KA4,stimulates,RELA
1700,ACTL6A,stimulates,ATM
1701,PDPK1,stimulates,AKT1
1702,AKT1,stimulates,PDPK1
1704,CEP85,stimulates,MCM2
1705,CDC7,stimulates,MCM2
1706,UBE2I,stimulates,TRIM28
1707,PPP1CA,stimulates,TRIM28
1709,EP300,stimulates,DDX5
1710,EP300,stimulates,H2AX
1711,EP300,stimulates,H4-16
1713,EP300,stimulates,PARP1
1716,ZNF350,stimulates,TRIM28
1717,CTNNB1,stimulates,EP300
1718,EP300,stimulates,CTNNB1
1719,CSNK1A1,stimulates,LEF1
1722,EP400,stimulates,FANCA
1723,EP400,stimulates,HSPA1B
1725,EP300,stimulates,TDG
1729,AXIN1,stimulates,CSNK1A1
1730,CSNK1A1,stimulates,AXIN1
1731,CSNK1A1,stimulates,HNRNPC
1733,PRKDC,stimulates,HNRNPU
1734,ATRIP,stimulates,BRCA1
1737,PPARG,stimulates,SORBS1
1738,SIRT1,stimulates,NCOR2
1739,SIRT1,stimulates,NCOR1
1740,FBXW7,stimulates,NOTCH1
1741,CTNNB1,stimulates,TCF7L2
1742,SMAD3,stimulates,FOXO1
1743,PPARG,stimulates,SLC2A4
1746,MAPKAPK2,stimulates,CREB1
1747,PGR,stimulates,FOXO1
1750,SOX4,stimulates,TCF7L2
1753,PRKCQ,stimulates,CARD11
1756,SMAD2,stimulates,TCF7L2
1757,SMAD3,stimulates,TCF7L2
1758,EP300,stimulates,SMAD2
1759,SMAD2,stimulates,EP300
1760,CEBPB,stimulates,E2F4
1761,HINFP,stimulates,PRKDC
1762,HINFP,stimulates,CKS2
1763,RECQL4,stimulates,APEX1
1764,RECQL4,stimulates,POLB
1765,RECQL4,stimulates,FEN1
1766,APEX1,stimulates,ARNT
1767,WRN,stimulates,NEIL1
1768,AKT1,stimulates,YBX1
1769,YBX1,stimulates,NEIL2
1770,PARP1,stimulates,ATM
1771,NPAT,stimulates,HINFP
1772,HINFP,stimulates,H4-16
1773,HINFP,stimulates,ATM
1774,TIPIN,stimulates,RPA1
1775,TIPIN,stimulates,MCM4
1776,TIPIN,stimulates,TIMELESS
1777,TIMELESS,stimulates,TIPIN
1778,LYN,stimulates,LIME1
1780,MAP3K7,stimulates,NLK
1781,MLH1,stimulates,PMS2
1782,PMS2,stimulates,TP73
1783,MSH2,stimulates,ATR
1784,CHEK1,stimulates,UBE2B
1785,CHEK1,stimulates,TLK1
1788,XRCC1,stimulates,POLB
1789,APEX1,stimulates,TXN
1790,RHOA,stimulates,CIT
1791,LIMK1,stimulates,CFL2
1792,ROCK1,stimulates,LIMK2
1793,CDC42BPA,stimulates,LIMK1
1794,CDC42BPA,stimulates,LIMK2
1796,CFL2,stimulates,ACTC1
1797,CFL1,stimulates,LIMK1
1798,LIMK1,stimulates,CFL1
1799,LIMK2,stimulates,CFL1
1800,LIMK1,stimulates,ROCK1
1801,ROCK1,stimulates,LIMK1
1802,STAT6,stimulates,RHOA
1803,ATRIP,stimulates,TOPBP1
1804,TOPBP1,stimulates,ATRIP
1805,NEK2,stimulates,SGO1
1806,HSPA1A,stimulates,DCLRE1B
1807,NEK2,stimulates,CNTROB
1809,TRAF6,stimulates,TAB1
1810,USP28,stimulates,MYC
1812,MED14,stimulates,STAT2
1813,KPNA2,stimulates,IRF1
1814,IRF1,stimulates,BRIP1
1815,CDC14B,stimulates,FZR1
1816,IRAK1,stimulates,IRF7
1817,TLR2,stimulates,TICAM2
1818,TICAM2,stimulates,MYD88
1819,E2F1,stimulates,XRCC1
1820,HNRNPK,stimulates,TP53
1821,RHOA,stimulates,PKN2
1824,BIRC2,stimulates,RIPK1
1825,BIRC3,stimulates,RIPK1
1830,TRAF6,stimulates,AKT3
1831,TRAF6,stimulates,AKT1
1832,TLR10,stimulates,MYD88
1833,MYD88,stimulates,IRAK1
1834,TLR8,stimulates,MYD88
1835,PDK1,stimulates,PKN2
1837,TDG,stimulates,AR
1838,TDG,stimulates,PGR
1839,TDG,stimulates,NR3C1
1841,TDG,stimulates,CREBBP
1842,CREBBP,stimulates,TDG
1843,TDG,stimulates,NKX2-1
1844,MPG,stimulates,MBD1
1845,HSF1,stimulates,PRKDC
1846,ELAVL1,stimulates,FOS
1847,ELAVL1,stimulates,MYC
1848,SYMPK,stimulates,CSTF2
1849,ELAVL1,stimulates,CDKN1A
1850,ELAVL1,stimulates,CCNA1
1852,ELAVL1,stimulates,CCNB1
1853,ELAVL1,stimulates,CCNA2
1854,TDG,stimulates,ESR1
1855,FOXO3,stimulates,ATM
1856,STAT1,stimulates,CASP1
1857,ELAVL1,stimulates,TP53
1858,HIF1AN,stimulates,HIF1A
1859,STAT1,stimulates,ARNT
1860,SUMO2,stimulates,KDM1A
1861,SUMO2,stimulates,RCOR1
1862,CEBPB,stimulates,ORM1
1864,MAPK3,stimulates,HIF1A
1865,MAPK1,stimulates,HIF1A
1867,FOXM1,stimulates,CDC25C
1868,NF1,stimulates,HRAS
1869,RNF135,stimulates,DDX58
1870,GSK3B,stimulates,GLI3
1875,HMGN1,stimulates,KAT2B
1877,TOP1,stimulates,LIG1
1878,TELO2,stimulates,MTOR
1879,TELO2,stimulates,ATM
1882,CHEK2,stimulates,TERF2
1884,CDK1,stimulates,CDC25A
1885,CDC25A,stimulates,CDK1
1886,TRIM28,stimulates,MDM2
1887,ZNF420,stimulates,HDAC1
1889,CHEK1,stimulates,CLSPN
1890,CLSPN,stimulates,CHEK1
1891,CLSPN,stimulates,UBE2B
1892,EP300,stimulates,HIF1A
1893,EP300,stimulates,ARNT
1895,HIF1AN,stimulates,EPAS1
1896,CREBBP,stimulates,ARNT
1902,BUB1B,stimulates,CDC20
1904,CHEK2,stimulates,PTTG1
1905,CHEK1,stimulates,PTTG1
1906,IRF3,stimulates,CXCL10
1907,TLR9,stimulates,MYD88
1908,TLR7,stimulates,MYD88
1909,SMARCA4,stimulates,CDKN1A
1911,SMARCA4,stimulates,GADD45A
1912,ATM,stimulates,BLM
1913,BLM,stimulates,CHAF1A
1916,RPS6KA3,stimulates,H3C8
1917,RPS6KA5,stimulates,H3C8
1918,MCM10,stimulates,POLA1
1920,KDM7A,stimulates,AR
1921,KPNA2,stimulates,CHEK2
1922,BUB1,stimulates,CDC20
1923,BUB1,stimulates,SMC1A
1924,KIF4A,stimulates,PRC1
1925,PLK1,stimulates,SMC1A
1928,USP7,stimulates,MARCHF7
1929,TACC2,stimulates,TTK
1930,TTK,stimulates,TACC2
1933,ESPL1,stimulates,SMC1A
1937,MAPK7,stimulates,NR4A1
1939,USP9X,stimulates,MARCHF7
1940,IRAK4,stimulates,IRAK1
1941,TRIM28,stimulates,SETDB1
1942,TRIM28,stimulates,CHD3
1943,E2F1,stimulates,ATM
1944,ATM,stimulates,E2F1
1948,ATM,stimulates,SP1
1949,ATM,stimulates,SMC1A
1950,MAP3K3,stimulates,MAP2K5
1951,ATM,stimulates,MDM4
1953,VDR,stimulates,CYP3A4
1955,VDR,stimulates,CYP2B6
1956,ING2,stimulates,EP300
1958,SIRT1,stimulates,APEX1
1959,ASF1A,stimulates,EP300
1960,VDR,stimulates,CYP2C9
1962,KAT2B,stimulates,H4-16
1963,MDM4,stimulates,MDM2
1964,MDM2,stimulates,MDM4
1966,TP53,stimulates,MDM4
1967,APEX1,stimulates,STAT3
1968,APC,stimulates,CTNNB1
1969,CCNH,stimulates,CDK7
1971,ATR,stimulates,ATM
1972,MCPH1,stimulates,BRCA2
1974,TP53,stimulates,GTSE1
1977,ATM,stimulates,DCLRE1C
1978,CKS2,stimulates,CENPE
1980,AURKA,stimulates,CENPA
1981,CENPA,stimulates,AURKB
1982,AURKB,stimulates,CENPA
1983,KDM1A,stimulates,AR
1985,MAPK8,stimulates,ITCH
1986,AURKA,stimulates,CDC25B
1987,CDK1,stimulates,CDC25B
1988,CDC25B,stimulates,CDK1
1989,PLK1,stimulates,CLSPN
1991,TP53,stimulates,MLH1
1993,BTF3,stimulates,EPHB2
1994,TP53,stimulates,PMS2
1996,ERCC8,stimulates,HMGN1
1997,ERCC8,stimulates,TCEA2
1998,XPA,stimulates,ERCC1
1999,XPA,stimulates,ERCC4
2000,ATR,stimulates,FANCD2
2001,SHPRH,stimulates,PCNA
2005,DTL,stimulates,CUL4A
2006,CHEK2,stimulates,MDM2
2007,MDM2,stimulates,CHEK2
2008,PCNA,stimulates,CDT1
2010,ASF1A,stimulates,H3C8
2011,ASF1B,stimulates,H3C8
2012,ASF1A,stimulates,H4-16
2014,ASF1B,stimulates,H4-16
2015,PLK1,stimulates,CDC25C
2016,TRAF6,stimulates,MAP3K5
2017,PLK1,stimulates,FOXM1
2018,FOXM1,stimulates,PLK1
2019,FOXM1,stimulates,AURKB
2020,ECT2,stimulates,CDC42
2022,FOXM1,stimulates,CENPF
2023,PARP1,stimulates,H3C8
2024,ERCC8,stimulates,XAB2
2025,CCNB1,stimulates,FOXM1
2026,FOXM1,stimulates,CCNB1
2027,PARP1,stimulates,H2AZ1
2028,FOXM1,stimulates,CDC25A
2029,PARP1,stimulates,H4-16
2030,ERCC8,stimulates,XPA
2031,FOXM1,stimulates,CDC25B
2032,PARP1,stimulates,H2BC11
2033,ERCC6,stimulates,XAB2
2034,ERCC6,stimulates,XAB2
2035,ECT2,stimulates,RHOA
2036,DIAPH3,stimulates,CENPA
2037,CDC42,stimulates,DIAPH3
2038,RHOA,stimulates,ROCK1
2039,ROCK1,stimulates,RHOA
2040,ROCK1,stimulates,MYH10
